creative_name,creative_id,public_storage_url,video_public_storage_url,from_date,last_date,impressions,clicks,parsed_cost,cost,CTR,CPM,CPC,engajamentoneural,cognitivedemand,focus
,120234178714020726,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/2137198847098983_120234178714020726_120234178714020726_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/2137198847098983_120234178714020726_120234178714020726_facebook_9.mp4,04/11/2025,11/11/2025,2820256,1729.0,19849.54,"R$ 19.849,54",0.0006130649132561,7.038205042379132,11.480358588779644,43.183773972761486,47.10409966254474,44.8060431070535
30gb-64m,120211122378770197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120211122378770197_120211122378770197_facebook_9.jpeg,,03/04/2024,25/04/2024,2814904,13595.0,19846.85,"R$ 19.846,85",0.004829649607944,7.050631211579506,1.459863920559029,69.46243695745937,47.20420408121863,24.326007162624887
movers,120218707794130409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120218707794130409_120218707794130409_facebook_9.jpeg,,06/02/2025,01/04/2025,2812255,1626.0,19764.19,"R$ 19.764,19",0.0005781836995578,7.027879761970375,12.15509840098401,87.2416837153682,83.40369731914264,8.206536539566557
interesses-relacionados,120216211055740370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120216211055740370_120216211055740370_facebook_9.jpeg,,04/09/2024,25/09/2024,2807096,24775.0,19758.64,"R$ 19.758,64",0.0088258470675744,7.038818765015518,0.7975233097880928,72.22915269392017,86.91387874907714,8.441859340203472
,120234105380580726,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/2137198847098983_120234105380580726_120234105380580726_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/2137198847098983_120234105380580726_120234105380580726_facebook_9.mp4,03/11/2025,09/11/2025,2787337,3280.0,19723.98,"R$ 19.723,98",0.0011767504252266,7.076281052488451,6.013408536585366,72.76941475279764,80.68719631976687,47.13859540084877
gamers,120222006893310409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120222006893310409_120222006893310409_facebook_9.jpeg,,01/04/2025,27/04/2025,2786290,1752.0,19719.17,"R$ 19.719,17",0.0006287931263436,7.077213786073954,11.25523401826484,90.56759494285144,88.4843380361055,18.307115660885188
5g,120229690123320197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120229690123320197_120229690123320197_facebook_9.jpeg,,16/05/2025,26/07/2025,2783418,15481.0,19701.97,"R$ 19.701,97",0.00556186674082,7.078336778737509,1.2726548672566371,87.49349086371913,87.57918059795036,8.661355974749242
kv-hero-bbb-lider,120246898217900197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120246898217900197_120246898217900197_facebook_9.jpeg,,06/02/2026,10/02/2026,2779377,11532.0,19656.65,"R$ 19.656,65",0.0041491312621497,7.072322322592438,1.704530870620881,70.82075917517302,79.81049462062518,10.039384496608662
kv-custo-beneficio-v2,120245557415080197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120245557415080197_120245557415080197_facebook_9.jpeg,,09/01/2026,10/02/2026,2777427,16018.0,19601.68,"R$ 19.601,68",0.0057672082830619,7.0574960205974815,1.2237283056561368,82.04271327421726,72.94817200010549,13.135550728519906
podcast-corte3-ep-2-timtech,120229707068530439,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1640492266333423_120229707068530439_120229707068530439_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1640492266333423_120229707068530439_120229707068530439_facebook_9.mp4,07/06/2025,20/08/2025,2777095,1658.0,19507.32,"R$ 19.507,32",0.0005970267491749,7.024361788127521,11.765572979493363,73.85639041917176,79.83657325500126,33.6052261043878
kv-hero,120235684698830197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120235684698830197_120235684698830197_facebook_9.jpeg,,05/08/2025,23/09/2025,2775249,19377.0,19371.46,"R$ 19.371,46",0.006982076202892,6.9800799856157045,0.9997140940290036,71.76877878270724,51.04028798527687,10.816696781645696
kv-hero,120230660942210197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120230660942210197_120230660942210197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120230660942210197_120230660942210197_facebook_9.mp4,01/06/2025,30/06/2025,2773125,109972.0,19340.47,"R$ 19.340,47",0.0396563443768311,6.97425107054316,0.1758672207470992,76.32081157117044,58.59095430942069,17.115751919641813
globoplay-700mb,120241857869180409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120241857869180409_120241857869180409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120241857869180409_120241857869180409_facebook_9.mp4,08/01/2026,04/02/2026,2768413,764.0,19327.23,"R$ 19.327,23",0.0002759703844765,6.981339128229783,25.297421465968583,76.0810904750257,81.74868647351686,11.02453382610427
kv-hero,120231925349880197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120231925349880197_120231925349880197_facebook_9.jpeg,,16/06/2025,26/07/2025,2758618,13546.0,19312.5,"R$ 19.312,50",0.004910429787669,7.000788075768374,1.4256976229145135,75.24752037553648,79.33160473312932,11.401197902325633
priceup-126,120206116173440409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120206116173440409_120206116173440409_facebook_9.jpeg,,15/01/2024,13/06/2024,2757345,9121.0,19130.6,"R$ 19.130,60",0.0033078921933961,6.938050914919968,2.0974235281219165,79.12162392914618,91.93222033899288,12.23334205913753
kv-chip-gratis,120243633543130197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120243633543130197_120243633543130197_facebook_9.jpeg,,04/12/2025,09/01/2026,2756599,16771.0,19126.44,"R$ 19.126,44",0.006083946196019,6.93841940739295,1.1404472005247153,76.96372085179138,68.0929423262192,12.382483378947784
kv-hero,120230489497390197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120230489497390197_120230489497390197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120230489497390197_120230489497390197_facebook_9.mp4,01/06/2025,30/06/2025,2755600,149382.0,19071.61,"R$ 19.071,61",0.0542103353171723,6.921037160690957,0.1276700673441244,76.32081157117044,58.59095430942069,17.115751919641813
conteudo,120236144067700409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120236144067700409_120236144067700409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120236144067700409_120236144067700409_facebook_9.mp4,01/10/2025,13/12/2025,2755062,754.0,18912.96,"R$ 18.912,96",0.0002736780515284,6.864803768481435,25.083501326259945,67.52238789191395,55.70423345814725,24.67527307437488
meta,23855717105880408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23855717105880408_23855717105880408_facebook_9.jpeg,,02/06/2023,30/07/2023,2753521,3392.0,18897.72,"R$ 18.897,72",0.0012318772945621,6.8631109041841345,5.57126179245283,76.39503388657434,90.80958700807136,22.33813322317405
sao-joao,120233206813940197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120233206813940197_120233206813940197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120233206813940197_120233206813940197_facebook_9.mp4,03/07/2025,31/07/2025,2752867,18447.0,18854.02,"R$ 18.854,02",0.0067010138884297,6.84886701754934,1.0220642922968504,74.98545128287348,61.111374087399234,13.761225302758511
meta,120213205218960409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120213205218960409_120213205218960409_facebook_9.jpeg,,11/07/2024,31/07/2024,2752523,3121.0,18803.06,"R$ 18.803,06",0.0011338688178082,6.831209039851802,6.024690804229414,87.2416837153682,83.40369731914264,8.206536539566557
rmkt-tim,120215630294620197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120215630294620197_120215630294620197_facebook_9.jpeg,,06/09/2024,03/10/2024,2742731,11334.0,18789.37,"R$ 18.789,37",0.0041323775463215,6.85060620235816,1.657788071289924,67.68993178497152,42.1517880362267,41.50790974731139
flash-sales,120219059309480197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120219059309480197_120219059309480197_facebook_9.jpeg,,15/01/2025,25/01/2025,2737193,11686.0,18785.04,"R$ 18.785,04",0.0042693372370892,6.862884714377102,1.6074824576416225,77.9396999035892,80.11000024817002,7.9661855138349
controle-2,120217114356720197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120217114356720197_120217114356720197_facebook_9.jpeg,,04/11/2024,15/11/2024,2732238,15180.0,18761.65,"R$ 18.761,65",0.0055558849558493,6.866770025158863,1.235945322793149,89.18110917483335,81.58293935927315,8.035702373814168
whatsapp-agressivo-ivete,120232828027680370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120232828027680370_120232828027680370_facebook_9.jpeg,,01/07/2025,31/07/2025,2730732,12587.0,18756.64,"R$ 18.756,64",0.0046093867871325,6.8687223792008885,1.4901596885675696,76.34247259877166,80.37677790308942,26.634691162304936
quarteto-casa-creators,120246302760000197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120246302760000197_120246302760000197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120246302760000197_120246302760000197_facebook_9.mp4,25/01/2026,26/01/2026,2729668,22.0,18725.39,"R$ 18.725,39",8.059588199004421e-06,6.859951466625245,851.1540909090909,63.270818482412224,65.35049371487139,22.876592327997123
meta,23855935793190408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23855935793190408_23855935793190408_facebook_9.jpeg,,12/06/2023,03/07/2023,2722637,9631.0,18708.7,"R$ 18.708,70",0.0035373793862347,6.871536675656726,1.942550098639809,79.70775682509034,77.46180460983025,8.21025308245964
kv-hero,120238638282260197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120238638282260197_120238638282260197_facebook_9.jpeg,,19/09/2025,31/10/2025,2720999,21173.0,18697.63,"R$ 18.697,63",0.0077813332529706,6.8716048774733105,0.8830883672601899,68.67389993684426,80.35373627435136,42.99686945233334
kv-custo-beneficio,120240574553540197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120240574553540197_120240574553540197_facebook_9.jpeg,,20/10/2025,10/11/2025,2720208,7469.0,18678.42,"R$ 18.678,42",0.0027457459135477,6.8665410880344435,2.500792609452403,72.7200190399201,75.39451311880443,7.902442904608509
facebook,120213659659220197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120213659659220197_120213659659220197_facebook_9.jpeg,,07/06/2024,05/07/2024,2719340,9908.0,18625.84,"R$ 18.625,84",0.003643531150941,6.849397280222407,1.8798788857488895,73.09334304699628,42.77018922153032,58.84423228770556
oferta-premium,120222964913550197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120222964913550197_120222964913550197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120222964913550197_120222964913550197_facebook_9.mp4,17/03/2025,17/04/2025,2718486,5261.0,18607.02,"R$ 18.607,02",0.0019352683810032,6.844626016098667,3.5367838813913703,79.17976130343186,54.49522839024484,31.00630086143478
kv-hero-pais,120235066468360197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120235066468360197_120235066468360197_facebook_9.jpeg,,28/07/2025,16/08/2025,2713878,13606.0,18597.26,"R$ 18.597,26",0.0050134899210649,6.852651445643466,1.3668425694546522,77.60840268911213,80.55697396546363,7.836794389986457
hero,120222006893300409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120222006893300409_120222006893300409_facebook_9.jpeg,,01/04/2025,27/04/2025,2712341,1513.0,18526.2,"R$ 18.526,20",0.0005578207164954,6.830335861162,12.244679444811633,90.56759494285144,88.4843380361055,18.307115660885188
mion-notebook|turbine-agora|home-office|sem-cta,23859523518420408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23859523518420408_23859523518420408_facebook_9.jpeg,,06/09/2023,08/03/2025,2703891,6828.0,18517.25,"R$ 18.517,25",0.002525249723454,6.848371476512922,2.7119581136496778,85.23754909235812,84.7542494862155,16.303361425004702
,120207391609410348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120207391609410348_120207391609410348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120207391609410348_120207391609410348_facebook_9.mp4,11/01/2024,13/01/2024,2702745,34.0,18490.8,"R$ 18.490,80",1.2579803126081075e-05,6.841488930698234,543.8470588235294,68.45463869380256,79.16277479203501,14.16813797711924
oferta-bonus,120209141905230409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120209141905230409_120209141905230409_facebook_9.jpeg,,18/03/2024,29/03/2024,2701069,7814.0,18485.16,"R$ 18.485,16",0.0028929286886044,6.8436459786847355,2.365646275915024,85.73622486850786,90.32386410730052,7.936091772051346
controle-1,120217523931430197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120217523931430197_120217523931430197_facebook_9.jpeg,,19/11/2024,16/12/2024,2698825,8840.0,18484.53,"R$ 18.484,53",0.0032754995229405,6.849102850314488,2.091010180995475,81.78228891452778,49.30954633168443,10.64369137852983
bf-hero,120241512553110197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120241512553110197_120241512553110197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120241512553110197_120241512553110197_facebook_9.mp4,31/10/2025,04/12/2025,2697914,25439.0,18479.19,"R$ 18.479,19",0.0094291367330463,6.849436268168667,0.7264118086402767,79.46198064536371,71.2272737031645,19.007772288559966
black-friday,120217331202990197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120217331202990197_120217331202990197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120217331202990197_120217331202990197_facebook_9.mp4,12/11/2024,13/12/2024,2692459,3994.0,18470.1,"R$ 18.470,10",0.0014834023470738,6.859937328664985,4.624461692538808,80.8024100489238,80.14972475113115,20.83343613601617
video-mensagens,120222794948280439,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1640492266333423_120222794948280439_120222794948280439_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1640492266333423_120222794948280439_120222794948280439_facebook_9.mp4,16/04/2025,22/05/2025,2687347,114.0,18468.68,"R$ 18.468,68",4.242101968967908e-05,6.872458227389317,162.00596491228072,48.03828364976621,58.37287077361332,22.9832646388426
36gb-64m,120211792253350197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120211792253350197_120211792253350197_facebook_9.jpeg,,18/04/2024,06/05/2024,2683833,10686.0,18435.1,"R$ 18.435,10",0.0039816188265067,6.868944528217664,1.7251637656747143,70.7721190924877,56.896272816897294,27.282864649905747
priceup-98,23858696025060408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23858696025060408_23858696025060408_facebook_9.jpeg,,16/08/2023,19/02/2024,2679264,9408.0,18435.08,"R$ 18.435,08",0.0035114120892901,6.880650805594373,1.9595110544217689,76.72215633144835,65.57543570396622,11.899588360455615
facebook,120201345941940197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120201345941940197_120201345941940197_facebook_9.jpeg,,04/10/2023,01/11/2023,2670662,7471.0,18418.75,"R$ 18.418,75",0.0027974337448917,6.8966982718142535,2.4653660821844463,76.16242539958077,77.02723513262582,10.043239070733856
mion-mostrando|ultravelocidade|whats-app|chame-no-whats,120215079254870409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120215079254870409_120215079254870409_facebook_9.jpeg,,01/10/2024,10/03/2025,2663090,13571.0,18403.73,"R$ 18.403,73",0.0050959599562913,6.910667683029863,1.3561071402254807,80.72803265724244,91.71615895299628,8.354760544342055
hero,120217781322800409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120217781322800409_120217781322800409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120217781322800409_120217781322800409_facebook_9.mp4,17/01/2025,09/02/2025,2655866,1689.0,18391.03,"R$ 18.391,03",0.0006359507595639,6.924682947106518,10.888709295441087,70.28407877040159,63.41463452870852,38.51854502829397
interesses-relacionados,120207457919530370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120207457919530370_120207457919530370_facebook_9.jpeg,,12/01/2024,25/02/2024,2654849,16450.0,18363.74,"R$ 18.363,74",0.0061962092759324,6.917056299623821,1.1163367781155016,83.49092272815564,91.72271429268284,14.58738782045672
hero-q4,120215205639190409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120215205639190409_120215205639190409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120215205639190409_120215205639190409_facebook_9.mp4,08/10/2024,15/12/2024,2647125,1686.0,18337.65,"R$ 18.337,65",0.000636917410398,6.927383482079615,10.876423487544486,70.28407877040159,63.41463452870852,38.51854502829397
hero-q4,120215053337770409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120215053337770409_120215053337770409_facebook_9.jpeg,,01/10/2024,08/10/2024,2646918,4518.0,18336.6,"R$ 18.336,60",0.0017068908065909,6.927528544518568,4.058565737051793,90.56759494285144,88.4843380361055,18.307115660885188
globoplay-700mb,120242633698160409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120242633698160409_120242633698160409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120242633698160409_120242633698160409_facebook_9.mp4,03/02/2026,10/02/2026,2643400,1405.0,18300.61,"R$ 18.300,61",0.0005315124460921,6.923133086176893,13.025345195729535,76.0810904750257,81.74868647351686,11.02453382610427
oferta-129,120216645072400409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120216645072400409_120216645072400409_facebook_9.jpeg,,03/12/2024,06/01/2025,2642664,8242.0,18289.0,"R$ 18.289,00",0.0031188225215161,6.92066793205644,2.2190002426595488,75.228922585943,80.8833297772744,19.166351835794803
movers,120217781322710409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120217781322710409_120217781322710409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120217781322710409_120217781322710409_facebook_9.mp4,17/01/2025,07/02/2025,2633638,1433.0,18283.21,"R$ 18.283,21",0.0005441142632358,6.942187954456914,12.758695045359383,65.12761746831175,73.73462356473291,55.75176452573495
kv-custo-beneficio,120240573995640197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120240573995640197_120240573995640197_facebook_9.jpeg,,20/10/2025,10/11/2025,2623523,7913.0,18256.52,"R$ 18.256,52",0.0030161732906477,6.958780235583984,2.307155314040187,72.7200190399201,75.39451311880443,7.902442904608509
correspondente-titi-tet,120224583424070348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120224583424070348_120224583424070348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120224583424070348_120224583424070348_facebook_9.mp4,13/04/2025,14/04/2025,2617031,3851.0,18251.36,"R$ 18.251,36",0.0014715148578675,6.974070998776859,4.739381978706829,40.09382772568286,58.10958157714088,20.50699977773978
,120218817071030348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120218817071030348_120218817071030348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120218817071030348_120218817071030348_facebook_9.mp4,05/12/2024,10/12/2024,2609466,20.0,18221.43,"R$ 18.221,43",7.664403368351992e-06,6.982819473409502,911.0715,65.3710892763948,77.5178254900348,30.290149788055327
black-friday,120217302152540197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120217302152540197_120217302152540197_facebook_9.jpeg,,12/11/2024,15/12/2024,2607151,9198.0,18121.2,"R$ 18.121,20",0.0035279889810755,6.950575551627045,1.9701239399869537,88.18202964182899,93.63341915350576,8.411897153477387
1gb-a,120200680330320409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120200680330320409_120200680330320409_facebook_9.jpeg,,02/10/2023,25/10/2023,2605521,24084.0,18078.79,"R$ 18.078,79",0.0092434488150354,6.9386468195804225,0.7506556219897027,80.36531656162774,86.63233473637678,8.883968668108388
carrinho-abandonado,120212499842980409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120212499842980409_120212499842980409_facebook_9.jpeg,,13/06/2024,18/11/2024,2602973,12471.0,18058.18,"R$ 18.058,18",0.0047910600686215,6.937521057652154,1.448013791997434,75.20644226919883,83.57200631621672,10.242549227717014
choice-bundle,120218026727890197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120218026727890197_120218026727890197_facebook_9.jpeg,,10/12/2024,04/02/2025,2600254,11338.0,18019.61,"R$ 18.019,61",0.0043603432587739,6.929942228720733,1.5893111659904746,74.73237871747249,50.72457563588425,7.983347208659075
meta,23855094003710408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23855094003710408_23855094003710408_facebook_9.jpeg,,12/05/2023,03/06/2023,2592363,6680.0,18001.48,"R$ 18.001,48",0.0025767996225837,6.944042944603051,2.694832335329341,66.53492941240286,83.15919509411344,11.307415991857962
kv-hero,120238598834310197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120238598834310197_120238598834310197_facebook_9.jpeg,,19/09/2025,01/11/2025,2585366,16961.0,18000.0,"R$ 18.000,00",0.0065603864211102,6.962263756852995,1.0612581805318082,85.25374873516182,77.1681597381345,24.528372329836024
podcast-corte3-karol-conka,120229460209560348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120229460209560348_120229460209560348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120229460209560348_120229460209560348_facebook_9.mp4,14/05/2025,20/05/2025,2573502,4448.0,18000.0,"R$ 18.000,00",0.0017283841240457,6.9943602142139385,4.046762589928058,64.40987923468502,79.49911076669386,20.492456147288543
prime,120216231386560197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120216231386560197_120216231386560197_facebook_9.jpeg,,02/10/2024,04/11/2024,2572862,13936.0,17967.27,"R$ 17.967,27",0.0054165361375775,6.983378820939484,1.2892702353616532,92.0416724582342,87.41773679996138,7.896510265300893
btl,120219822136910197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120219822136910197_120219822136910197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120219822136910197_120219822136910197_facebook_9.mp4,03/02/2025,10/04/2025,2566645,42913.0,17894.53,"R$ 17.894,53",0.0167194917879176,6.971953659349072,0.4169955491342949,73.3582400157559,55.30414731383912,26.99726340035547
recarga-whatsapp,120239286960410370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5006651156112143_120239286960410370_120239286960410370_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5006651156112143_120239286960410370_120239286960410370_facebook_9.mp4,09/09/2025,10/10/2025,2566140,5807.0,17894.27,"R$ 17.894,27",0.0022629318743326,6.973224375910902,3.0814999138970207,72.61647582367445,83.34097906717136,17.18290283464392
kv-gb-preco-v3,120226028429990197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120226028429990197_120226028429990197_facebook_9.jpeg,,09/04/2025,18/06/2025,2556213,13751.0,17869.43,"R$ 17.869,43",0.0053794421669868,6.990587247619819,1.2995003999709112,78.3604828777368,72.69883052940789,8.006037019875434
kv-hero,120233039133030197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120233039133030197_120233039133030197_facebook_9.jpeg,,01/07/2025,06/08/2025,2555926,16814.0,17812.78,"R$ 17.812,78",0.0065784377168979,6.969208028714446,1.0594016890686333,71.76877878270724,51.04028798527687,10.816696781645696
black-friday,120202738022580409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120202738022580409_120202738022580409_facebook_9.jpeg,,21/11/2023,05/12/2023,2551663,9910.0,17810.26,"R$ 17.810,26",0.0038837417010004,6.979863720248324,1.7972008072653884,80.82446969838877,77.59396364643713,9.663521599712954
facebook,23860421979150196,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_23860421979150196_23860421979150196_facebook_9.jpeg,,18/09/2023,06/10/2023,2551341,7673.0,17792.16,"R$ 17.792,16",0.0030074380492454,6.9736503274160535,2.31880099048612,90.12475108166116,81.75251566980144,7.838095174750381
facebook,120214599302840197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120214599302840197_120214599302840197_facebook_9.jpeg,,24/07/2024,23/08/2024,2550726,9294.0,17776.05,"R$ 17.776,05",0.0036436685084952,6.9690158801847,1.9126371852808264,82.6673940847032,63.21287831173505,8.669872395551458
flash-oferta-gb-kv5,120222633864970197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120222633864970197_120222633864970197_facebook_9.jpeg,,11/03/2025,21/03/2025,2549716,9590.0,17735.16,"R$ 17.735,16",0.0037612032085142,6.9557393843079,1.8493388946819604,84.54079352960306,86.60125605297921,20.48115112789082
reels-5g,120224577684510348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120224577684510348_120224577684510348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120224577684510348_120224577684510348_facebook_9.mp4,12/04/2025,13/04/2025,2549270,5634.0,17732.45,"R$ 17.732,45",0.0022100444440957,6.955893255716343,3.14739971600994,46.02632742575597,69.49968679013334,24.68970077917224
mion-binoculo|imperdivel|naked-1gb|contrate-agora,120221566458310409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120221566458310409_120221566458310409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120221566458310409_120221566458310409_facebook_9.mp4,18/03/2025,30/04/2025,2548935,5437.0,17723.21,"R$ 17.723,21",0.0021330477238532,6.953182407554527,3.25974066580835,79.12317116912905,67.17248031245407,26.616726221971405
kv-hero,120235357754600197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120235357754600197_120235357754600197_facebook_9.jpeg,,04/08/2025,15/08/2025,2545223,12523.0,17689.84,"R$ 17.689,84",0.0049201975622568,6.950212221090254,1.4125880380100615,70.32123463727437,70.63599891684585,9.163884019174318
